TRI_CHEM_ID,EFFICIENCY RANGE CODE,WASTE STREAM CODE,CHEMICAL/PHYSICAL,NUMBER
7664417,E4,A,Chemical,3
7664417,E4,A,Physical,6
7664417,E4,L,Chemical,1
7664417,E4,S,Physical,1
7664417,E4,W,Chemical,14
7664417,E4,W,Physical,12
7664417,E4,X,Chemical,1
7664417,E5,A,Chemical,3
7664417,E5,A,Physical,1
7664417,E5,L,Physical,3
7664417,E5,W,Chemical,8
7664417,E5,W,Physical,15
7664417,E6,A,Chemical,3
7664417,E6,A,Physical,2
7664417,E6,L,Physical,2
7664417,E6,S,Chemical,2
7664417,E6,S,Physical,7
7664417,E6,W,Chemical,13
7664417,E6,W,Physical,31
7664939,E1,A,Physical,3
7664939,E1,L,Chemical,3
7664939,E1,L,Physical,7
7664939,E1,S,Chemical,1
7664939,E1,S,Physical,6
7664939,E1,W,Chemical,37
7664939,E1,W,Physical,82
7664939,E3,A,Physical,3
7664939,E3,W,Chemical,4
7664939,E3,W,Physical,7
7664939,E4,A,Physical,3
7664939,E4,L,Physical,1
7664939,E4,S,Chemical,1
7664939,E4,W,Chemical,1
7664939,E4,W,Physical,19
7664939,E4,X,Physical,1
7664939,E5,A,Physical,2
7664939,E5,L,Chemical,3
7664939,E5,L,Physical,2
7664939,E5,W,Chemical,6
7664939,E5,W,Physical,5
7664939,E6,A,Physical,3
7664939,E6,S,Physical,1
7664939,E6,W,Chemical,3
7664939,E6,W,Physical,21
7697372,E1,L,Chemical,1
7697372,E1,L,Physical,1
7697372,E1,S,Chemical,1
7697372,E1,S,Physical,2
7697372,E1,W,Chemical,19
7697372,E1,W,Physical,70
7697372,E3,L,Physical,1
7697372,E3,W,Chemical,1
7697372,E3,W,Physical,18
7697372,E4,A,Physical,1
7697372,E4,W,Chemical,3
7697372,E4,W,Physical,17
7697372,E5,A,Physical,1
7697372,E5,L,Chemical,1
7697372,E5,L,Physical,2
7697372,E5,S,Physical,2
7697372,E5,W,Chemical,1
7697372,E5,W,Physical,11
7697372,E6,L,Physical,1
7697372,E6,S,Chemical,1
7697372,E6,S,Physical,3
7697372,E6,W,Chemical,6
7697372,E6,W,Physical,16
7723140,E1,S,Chemical,1
7723140,E1,S,Physical,1
7723140,E1,W,Chemical,2
7723140,E4,S,Physical,1
7723140,E4,W,Physical,1
7723140,E5,W,Chemical,1
7723140,E5,W,Physical,1
7723140,E6,S,Physical,1
7757826,E1,S,Physical,4
7757826,E1,W,Physical,3
7757826,E5,S,Physical,1
7757826,E5,W,Chemical,1
7757826,E6,W,Physical,1
77781,E1,L,Chemical,1
77781,E1,W,Chemical,5
77781,E1,W,Physical,1
7782492,E1,W,Physical,1
7782492,E3,W,Chemical,1
7782492,E6,L,Physical,1
7782492,E6,S,Physical,4
7782492,E6,W,Physical,1
7782505,E1,A,Chemical,15
7782505,E1,L,Chemical,7
7782505,E1,S,Physical,1
7782505,E1,W,Chemical,103
7782505,E1,W,Physical,21
7782505,E1,X,Chemical,1
7782505,E3,A,Chemical,5
7782505,E3,L,Chemical,2
7782505,E3,W,Chemical,19
7782505,E3,W,Physical,3
7782505,E4,A,Chemical,5
7782505,E4,L,Chemical,1
7782505,E4,W,Chemical,41
7782505,E4,W,Physical,6
7782505,E5,A,Chemical,2
7782505,E5,W,Chemical,30
7782505,E5,W,Physical,5
7782505,E6,A,Chemical,4
7782505,E6,W,Chemical,13
7782505,E6,W,Physical,7
7783202,E1,S,Physical,3
7783202,E1,W,Chemical,8
7783202,E1,W,Physical,6
7783202,E3,W,Physical,3
7783202,E4,W,Chemical,1
7783202,E4,W,Physical,2
7783202,E5,W,Physical,1
7783202,E6,W,Chemical,1
7783202,E6,W,Physical,2
7803512,E5,W,Chemical,1
78875,E5,W,Chemical,1
78922,E6,L,Physical,1
78922,E6,W,Chemical,1
78933,E1,L,Chemical,2
78933,E1,L,Physical,1
78933,E1,S,Physical,1
78933,E1,W,Chemical,1
78933,E1,W,Physical,2
78933,E3,A,Physical,1
78933,E3,L,Physical,4
78933,E3,W,Chemical,1
78933,E4,A,Physical,2
78933,E4,L,Physical,7
78933,E4,S,Physical,3
78933,E4,W,Chemical,2
78933,E4,W,Physical,1
78933,E5,A,Physical,4
78933,E5,L,Chemical,1
78933,E5,L,Physical,29
78933,E5,S,Physical,6
78933,E5,W,Chemical,1
78933,E5,W,Physical,1
78933,E6,A,Physical,2
78933,E6,L,Chemical,1
78933,E6,L,Physical,13
78933,E6,S,Chemical,1
78933,E6,S,Physical,5
78933,E6,W,Chemical,1
79005,E6,S,Physical,1
79016,E1,A,Physical,2
79016,E1,L,Physical,1
79016,E3,A,Physical,1
79016,E3,W,Physical,1
79016,E4,L,Physical,6
79016,E4,W,Physical,1
79016,E5,A,Physical,1
79016,E5,L,Physical,6
79016,E6,L,Physical,4
79016,E6,S,Physical,1
79016,E6,W,Physical,1
79061,E1,W,Chemical,2
79061,E1,W,Physical,1
79061,E3,L,Chemical,2
79061,E3,W,Chemical,3
79061,E4,W,Chemical,1
79061,E5,W,Chemical,3
79061,E5,W,Physical,2
79061,E6,A,Physical,1
79061,E6,L,Physical,1
79061,E6,W,Chemical,1
79061,E6,W,Physical,1
79107,E1,L,Chemical,1
79107,E1,W,Chemical,1
79107,E1,W,Physical,2
79107,E5,W,Chemical,1
79107,E5,W,Physical,1
79107,E6,L,Physical,2
79107,E6,S,Physical,1
79107,E6,W,Physical,4
79221,E4,L,Chemical,1
79221,E4,W,Chemical,1
79469,E4,W,Chemical,1
8001352,E6,S,Chemical,1
8001352,E6,S,Physical,2
8001589,E4,W,Physical,1
8001589,E5,W,Physical,1
8001589,E6,L,Physical,1
8001589,E6,S,Physical,3
8001589,E6,W,Physical,1
80057,E1,L,Chemical,1
80057,E4,S,Physical,1
80159,E1,W,Chemical,1
80159,E1,W,Physical,1
80159,E5,W,Chemical,1
80626,E1,L,Chemical,2
80626,E1,W,Physical,2
80626,E3,L,Physical,2
80626,E4,S,Physical,1
80626,E4,W,Chemical,5
80626,E5,S,Chemical,2
80626,E5,W,Physical,1
80626,E6,S,Chemical,1
80626,E6,S,Physical,1
80626,E6,W,Chemical,1
80626,E6,W,Physical,1
81072,E1,W,Chemical,1
81072,E3,W,Chemical,1
82688,E5,W,Physical,1
84662,E1,L,Chemical,1
84662,E5,A,Physical,1
84742,E4,W,Chemical,1
84742,E4,W,Physical,1
84742,E6,S,Physical,1
84742,E6,W,Chemical,1
85018,E6,S,Physical,1
85449,E1,W,Chemical,3
85449,E1,W,Physical,3
85449,E4,A,Physical,1
85449,E4,W,Physical,1
85449,E6,A,Physical,1
85449,E6,S,Physical,1
85687,E1,L,Chemical,1
85687,E4,L,Chemical,1
872504,E1,W,Chemical,1
872504,E4,L,Physical,1
872504,E4,S,Physical,1
872504,E4,W,Physical,1
872504,E5,L,Chemical,1
872504,E5,W,Physical,1
872504,E6,W,Chemical,1
872504,E6,W,Physical,2
87865,E1,W,Physical,1
87865,E4,S,Physical,1
87865,E4,W,Physical,1
87865,E5,W,Physical,2
87865,E6,S,Physical,2
90040,E5,W,Chemical,1
90437,E5,W,Physical,1
90437,E6,W,Physical,1
91087,E1,A,Physical,1
91087,E1,L,Chemical,4
91087,E1,W,Chemical,1
91087,E3,L,Chemical,3
91087,E4,L,Chemical,3
91087,E6,W,Physical,1
91203,E1,L,Physical,1
91203,E1,S,Physical,1
91203,E1,W,Physical,5
91203,E3,A,Physical,1
91203,E3,S,Physical,1
91203,E4,L,Physical,10
91203,E4,W,Physical,1
91203,E5,W,Physical,2
91203,E6,L,Physical,4
91203,E6,S,Physical,5
91203,E6,W,Chemical,1
91203,E6,W,Physical,3
91941,E3,W,Chemical,1
924425,E1,W,Chemical,1
924425,E5,W,Physical,1
92524,E5,W,Physical,1
92524,E6,W,Physical,5
93652,E5,S,Physical,1
94360,E1,A,Chemical,1
94360,E1,S,Chemical,4
94360,E1,W,Chemical,1
94360,E3,S,Chemical,2
94746,E4,W,Physical,1
94757,E3,W,Physical,1
94757,E4,W,Physical,1
94757,E5,S,Physical,1
95476,E5,W,Chemical,1
95476,E6,S,Physical,1
95487,E1,L,Physical,1
95487,E3,W,Physical,2
95487,E6,W,Physical,1
95501,E6,S,Physical,1
95501,E6,W,Physical,1
95636,E1,L,Physical,2
95636,E1,S,Physical,1
95636,E1,W,Physical,2
95636,E3,A,Physical,4
95636,E4,L,Physical,4
95636,E4,S,Chemical,1
95636,E4,W,Chemical,1
95636,E4,W,Physical,1
95636,E5,A,Physical,2
95636,E5,L,Physical,4
95636,E6,A,Physical,2
95636,E6,L,Physical,3
95636,E6,S,Physical,3
95636,E6,W,Physical,1
95807,E5,W,Physical,1
95807,E6,S,Physical,1
961115,E4,S,Physical,1
961115,E5,S,Physical,1
96333,E1,W,Physical,1
96333,E5,W,Physical,2
96333,E6,W,Physical,1
98828,E1,W,Physical,2
98828,E3,A,Physical,1
98828,E4,W,Physical,1
98828,E6,S,Physical,1
98862,E6,L,Physical,1
98884,E1,L,Chemical,1
98884,E1,S,Chemical,1
98884,E1,W,Chemical,1
98884,E4,L,Chemical,1
98884,E4,W,Chemical,2
98953,E6,L,Physical,1
98953,E6,S,Chemical,1
N010,E1,S,Physical,2
N010,E3,W,Chemical,1
N010,E4,L,Physical,1
N010,E4,S,Chemical,1
N010,E4,S,Physical,2
N010,E4,W,Chemical,1
N010,E5,A,Physical,1
N010,E5,S,Physical,2
N010,E6,A,Physical,1
N010,E6,S,Chemical,1
N010,E6,S,Physical,5
N010,E6,W,Physical,5
N020,E1,W,Physical,2
N020,E4,W,Chemical,1
N020,E6,S,Chemical,6
N020,E6,S,Physical,7
N020,E6,W,Physical,4
N040,E1,L,Physical,1
N040,E1,S,Chemical,1
N040,E1,S,Physical,5
N040,E1,W,Chemical,1
N040,E1,W,Physical,2
N040,E3,A,Physical,1
N040,E3,L,Physical,1
N040,E3,S,Physical,1
N040,E3,W,Chemical,2
N040,E4,L,Physical,3
N040,E4,S,Chemical,1
N040,E4,S,Physical,5
N040,E4,W,Chemical,4
N040,E5,A,Chemical,1
N040,E5,A,Physical,1
N040,E5,S,Chemical,1
N040,E5,S,Physical,4
N040,E5,W,Chemical,1
N040,E5,W,Physical,1
N040,E6,L,Chemical,1
N040,E6,L,Physical,2
N040,E6,S,Chemical,7
N040,E6,S,Physical,19
N040,E6,W,Physical,5
N050,E6,S,Physical,2
N078,E1,S,Physical,1
N078,E3,W,Chemical,1
N078,E4,W,Chemical,2
N078,E4,W,Physical,1
N078,E5,S,Physical,1
N078,E6,S,Chemical,2
N078,E6,S,Physical,1
N078,E6,W,Physical,1
N090,E1,A,Physical,1
N090,E1,S,Chemical,2
N090,E1,S,Physical,5
N090,E1,W,Physical,1
N090,E3,L,Physical,2
N090,E3,S,Physical,4
N090,E3,W,Chemical,2
N090,E3,W,Physical,3
N090,E4,L,Physical,1
N090,E4,S,Physical,4
N090,E4,W,Chemical,6
N090,E4,W,Physical,5
N090,E5,A,Chemical,1
N090,E5,A,Physical,1
N090,E5,L,Physical,1
N090,E5,S,Physical,2
N090,E5,W,Chemical,4
N090,E5,W,Physical,3
N090,E6,L,Chemical,1
N090,E6,L,Physical,2
N090,E6,S,Chemical,7
N090,E6,S,Physical,22
N090,E6,W,Chemical,1
N090,E6,W,Physical,12
N096,E1,S,Physical,1
N096,E1,W,Physical,3
N096,E3,S,Physical,1
N096,E3,W,Chemical,1
N096,E3,W,Physical,2
N096,E4,L,Physical,1
N096,E4,S,Chemical,1
N096,E4,W,Chemical,2
N096,E5,A,Chemical,2
N096,E5,A,Physical,1
N096,E5,S,Chemical,1
N096,E6,S,Chemical,3
N096,E6,S,Physical,3
N096,E6,W,Physical,3
N100,E1,L,Physical,1
N100,E1,S,Physical,3
N100,E1,W,Chemical,5
N100,E1,W,Physical,3
N100,E3,L,Physical,1
N100,E3,S,Chemical,1
N100,E3,W,Chemical,8
N100,E3,W,Physical,6
N100,E4,L,Chemical,2
N100,E4,L,Physical,2
N100,E4,S,Chemical,1
N100,E4,S,Physical,5
N100,E4,W,Chemical,25
N100,E4,W,Physical,15
N100,E4,X,Chemical,1
N100,E5,A,Chemical,1
N100,E5,A,Physical,1
N100,E5,L,Physical,1
N100,E5,S,Chemical,1
N100,E5,S,Physical,3
N100,E5,W,Chemical,7
N100,E5,W,Physical,5
N100,E6,S,Chemical,7
N100,E6,S,Physical,18
N100,E6,W,Chemical,4
N100,E6,W,Physical,14
N106,E1,A,Chemical,2
N106,E1,S,Chemical,1
N106,E1,S,Physical,1
N106,E1,W,Chemical,4
N106,E1,W,Physical,2
N106,E3,A,Chemical,1
N106,E3,W,Chemical,1
N106,E3,W,Physical,3
N106,E4,A,Chemical,1
N106,E4,W,Chemical,3
N106,E4,W,Physical,3
N106,E5,W,Physical,2
N106,E6,S,Physical,2
N106,E6,W,Chemical,2
N106,E6,W,Physical,3
N120,E1,L,Chemical,17
N120,E1,L,Physical,3
N120,E1,S,Chemical,5
N120,E1,S,Physical,4
N120,E1,W,Chemical,2
N120,E3,L,Chemical,3
N120,E3,S,Chemical,1
N120,E3,S,Physical,2
N120,E4,L,Chemical,6
N120,E4,L,Physical,4
N120,E4,S,Physical,1
N120,E4,W,Chemical,1
N120,E5,L,Chemical,1
N120,E6,L,Chemical,6
N120,E6,L,Physical,3
N120,E6,S,Physical,7
N150,E1,A,Physical,1
N150,E6,S,Chemical,3
N150,E6,S,Physical,2
N230,E1,L,Chemical,1
N230,E1,L,Physical,2
N230,E1,W,Chemical,10
N230,E1,W,Physical,12
N230,E3,L,Physical,2
N230,E3,W,Physical,1
N230,E4,A,Physical,2
N230,E4,L,Chemical,1
N230,E4,L,Physical,3
N230,E4,S,Chemical,1
N230,E4,S,Physical,1
N230,E4,W,Chemical,7
N230,E4,W,Physical,8
N230,E5,A,Physical,1
N230,E5,L,Chemical,1
N230,E5,L,Physical,3
N230,E5,S,Physical,1
N230,E5,W,Chemical,4
N230,E5,W,Physical,5
N230,E6,A,Physical,2
N230,E6,L,Physical,2
N230,E6,S,Physical,1
N230,E6,W,Chemical,6
N230,E6,W,Physical,16
N420,E1,L,Physical,1
N420,E1,S,Chemical,3
N420,E1,S,Physical,9
N420,E1,W,Chemical,3
N420,E1,W,Physical,2
N420,E3,L,Chemical,1
N420,E3,L,Physical,1
N420,E3,S,Physical,3
N420,E3,W,Chemical,1
N420,E3,W,Physical,3
N420,E4,L,Physical,1
N420,E4,S,Physical,3
N420,E4,W,Chemical,4
N420,E4,W,Physical,2
N420,E5,A,Chemical,2
N420,E5,A,Physical,1
N420,E5,S,Chemical,1
N420,E5,S,Physical,5
N420,E5,W,Chemical,5
N420,E5,W,Physical,1
N420,E6,A,Physical,1
N420,E6,L,Chemical,1
N420,E6,L,Physical,2
N420,E6,S,Chemical,11
N420,E6,S,Physical,33
N420,E6,W,Chemical,3
N420,E6,W,Physical,5
N450,E1,S,Physical,4
N450,E1,W,Chemical,1
N450,E3,A,Physical,1
N450,E3,S,Physical,1
N450,E3,W,Chemical,1
N450,E3,W,Physical,2
N450,E4,A,Physical,1
N450,E4,L,Physical,2
N450,E4,S,Physical,5
N450,E4,W,Physical,2
N450,E5,A,Chemical,1
N450,E5,S,Chemical,1
N450,E5,S,Physical,2
N450,E6,L,Physical,1
N450,E6,S,Chemical,7
N450,E6,S,Physical,20
N450,E6,W,Physical,7
N458,E3,S,Physical,1
N458,E3,W,Chemical,1
N458,E4,W,Physical,1
N458,E5,A,Chemical,2
N458,E6,L,Physical,1
N458,E6,S,Chemical,8
N458,E6,S,Physical,9
N458,E6,W,Physical,2
N495,E1,A,Physical,1
N495,E1,S,Physical,3
N495,E1,W,Chemical,2
N495,E1,W,Physical,4
N495,E3,L,Physical,1
N495,E3,S,Physical,3
N495,E3,W,Chemical,4
N495,E3,W,Physical,4
N495,E4,L,Chemical,1
N495,E4,L,Physical,1
N495,E4,S,Physical,4
N495,E4,W,Chemical,12
N495,E4,W,Physical,2
N495,E5,A,Chemical,2
N495,E5,A,Physical,1
N495,E5,S,Chemical,2
N495,E5,S,Physical,2
N495,E5,W,Chemical,5
N495,E5,W,Physical,4
N495,E6,L,Chemical,1
N495,E6,L,Physical,1
N495,E6,S,Chemical,9
N495,E6,S,Physical,13
N495,E6,W,Chemical,1
N495,E6,W,Physical,10
N511,E1,S,Chemical,1
N511,E1,S,Physical,1
N511,E1,W,Chemical,2
N511,E1,W,Physical,8
N511,E3,W,Chemical,1
N511,E3,W,Physical,1
N511,E4,S,Chemical,1
N511,E4,S,Physical,1
N511,E4,W,Physical,3
N511,E5,L,Physical,1
N511,E5,S,Chemical,1
N511,E5,W,Chemical,5
N511,E5,W,Physical,4
N511,E6,S,Chemical,1
N511,E6,S,Physical,3
N511,E6,W,Chemical,7
N511,E6,W,Physical,24
N583,E6,L,Physical,1
N590,E1,S,Physical,1
N590,E4,L,Physical,1
N590,E5,A,Chemical,1
N590,E5,L,Chemical,1
N590,E6,A,Physical,1
N590,E6,L,Physical,5
N590,E6,S,Physical,8
N590,E6,W,Physical,2
N725,E3,W,Chemical,1
N725,E4,W,Chemical,1
N725,E5,A,Chemical,1
N725,E6,S,Chemical,3
N725,E6,S,Physical,1
N725,E6,W,Physical,1
N740,E3,W,Physical,1
N740,E4,L,Physical,1
N740,E4,S,Physical,1
N740,E4,W,Chemical,1
N740,E4,W,Physical,1
N740,E5,W,Physical,1
N740,E6,S,Chemical,1
N740,E6,S,Physical,1
N740,E6,W,Physical,2
N760,E6,S,Physical,1
N770,E5,W,Physical,1
N770,E6,S,Chemical,2
N770,E6,S,Physical,4
N770,E6,W,Physical,1
N982,E1,A,Physical,1
N982,E1,L,Chemical,1
N982,E1,L,Physical,1
N982,E1,S,Chemical,1
N982,E1,S,Physical,9
N982,E1,W,Chemical,3
N982,E1,W,Physical,3
N982,E3,L,Physical,1
N982,E3,S,Physical,3
N982,E3,W,Chemical,8
N982,E3,W,Physical,7
N982,E4,A,Physical,3
N982,E4,L,Chemical,2
N982,E4,L,Physical,3
N982,E4,S,Chemical,2
N982,E4,S,Physical,8
N982,E4,W,Chemical,15
N982,E4,W,Physical,5
N982,E4,X,Physical,1
N982,E5,A,Physical,1
N982,E5,L,Physical,1
N982,E5,S,Chemical,1
N982,E5,S,Physical,5
N982,E5,W,Chemical,4
N982,E5,W,Physical,4
N982,E6,L,Chemical,1
N982,E6,S,Chemical,7
N982,E6,S,Physical,19
N982,E6,W,Chemical,3
N982,E6,W,Physical,19
